Index,News Source,URL,Parent entity,Child Entity,Sentiment,Weight,Confidence Score,Cost,Summary (upto 10 words)
19,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/it-engineering-services-firms-accelerate-bfsi-growth-through-strategic-acquisitions/articleshow/115263758.cms,Persistent Systems,AI,Positive,0.55,0.101,0,BFSI growth: IT engineering companies on acquisition spree to boost
20,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/it-grappling-with-cost-pressures-as-pricing-shifts-from-effort-to-outcomes/articleshow/123080094.cms,Persistent Systems,AI,Positive,0.75,0.067,0,IT grappling with cost pressures as pricing shifts from effort
21,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/it-midcaps-pull-away-from-delivery-model-linked-to-headcount/articleshow/125143055.cms,Persistent Systems,AI,Positive,0.75,0.197,0,IT midcaps pull away from delivery model linked to headcount
22,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/persistent-systems-q1-net-profit-rises-33-9-on-year-to-rs-306-crore/articleshow/111842803.cms,Persistent Systems,AI,Positive,0.475,0.122,0,Persistent Systems: Persistent Systems Q1 net profit rises 33.9% on
23,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/ashwini-vaishnaw-guest-of-honour-at-etsa-2024-ecommerce-festive-sales-on-track/articleshow/113797562.cms,Persistent Systems,AI,Positive,0.475,0.158,0,Ashwini Vaishnaw guest of honour at ETSA 2024; ecommerce festive
24,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/digital-competition-bill-update-edtech-consolidates/articleshow/111849254.cms,Persistent Systems,AI,Positive,0.3,0.124,0,Digital Competition Bill update; edtech consolidates
25,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/it-sector-adds-fewer-hands-bigbaskets-muted-financials/articleshow/122892169.cms,Persistent Systems,AI,Positive,0.55,0.181,0,IT sector adds fewer hands; BigBasket’s muted financials
26,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/peak-xv-downsizes-fund-paytms-employee-costs-go-up/articleshow/113866371.cms,Persistent Systems,AI,Positive,0.575,0.049,0,Peak XV downsizes $2.85 billion fund; Paytm’s employee costs go
27,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/swiggys-day-out-banks-on-fraud-patrol/articleshow/115275096.cms,Persistent Systems,AI,Positive,0.4,0.097,0,Swiggy’s day out; banks on fraud patrol
28,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/technology/mid-tier-tech-firms-seize-100-million-deals-challenging-it-giants-with-ai-driven-agility/articleshow/115186532.cms,Persistent Systems,AI,Positive,1.0,0.091,0,"Persistent Systems: Agile mid-sized IT uses AI, pricing to bag"
29,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/technology/startup-bonv-aero-drives-drone-innovation-with-support-from-stpi/articleshow/115599973.cms,Persistent Systems,AI,Positive,0.475,0.152,0,"Meet the Drapers: The small town startups driving innovation, backed"
30,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/market-wrap-d-street-ends-flat-as-ril-icici-bank-offset-it-gains-sensex-adds-32-pts-nifty-holds-23650/articleshow/119473863.cms,Persistent Systems,Deepseek,Positive,0.275,0.225,0,"Market Wrap: D-Street ends flat as RIL, ICICI Bank offset"
31,economictimes.indiatimes.com,https://economictimes.indiatimes.com/articleshow/122245921.cms,Persistent Systems,Economics,Positive,0.3,0.04,0,2 top stock recommendations from CA Rudramurthy
32,economictimes.indiatimes.com,https://economictimes.indiatimes.com/industry/services/education/women-make-up-43-per-cent-of-graduating-mba-students-at-iim-nagpur/articleshow/110036815.cms,Persistent Systems,Economics,Positive,0.3,0.028,0,Women make up 43 per cent of graduating MBA students
33,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/2-top-stock-recommendations-from-dhwani-patel/articleshow/119583901.cms,Persistent Systems,Economics,Neutral,0.3,1.0,0,2 top stock recommendations from Dhwani Patel
34,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/3-midcap-stocks-to-add-to-the-portfolio-now-3-realty-stocks-to-bet-on-sanjiv-bhasin/articleshow/109054894.cms,Persistent Systems,Economics,Positive,0.4,0.106,0,3 midcap stocks to add to the portfolio now; 3
35,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/3-sectors-vinay-rajani-is-bullish-on-for-near-term/articleshow/113842944.cms,Persistent Systems,Economics,Positive,0.3,0.06,0,3 sectors Vinay Rajani is bullish on for near term
36,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/cautious-on-largecap-it-metals-zomato-or-swiggy-reliance-can-be-portfolio-bets-dipan-mehta/articleshow/116198052.cms,Persistent Systems,Economics,Positive,0.45,0.052,0,"Cautious on largecap IT, metals; Zomato or Swiggy & Reliance"
37,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/is-it-time-to-start-buying-the-fear-and-volatility-now-prateek-agrawal-answers/articleshow/115889120.cms,Persistent Systems,Economics,Negative,0.375,0.04,0,Is it time to buy the fear and volatility? Prateek
38,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/our-aspiration-is-to-make-persistent-a-2-billion-plus-company-in-next-three-years-ceo/articleshow/109528101.cms,Persistent Systems,Economics,Positive,0.55,0.081,0,Our aspiration is to make Persistent a $2 billion plus
39,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/sell-on-rally-or-new-phase-of-bull-market-heres-what-dipan-mehta-has-to-say/articleshow/115972089.cms,Persistent Systems,Economics,Positive,0.3,0.049,0,Sell-on-rally or new phase of bull market? Here’s what Dipan
40,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/we-are-at-tail-end-of-selling-in-the-market-larger-part-of-pain-may-be-over-deven-choksey/articleshow/118357875.cms,Persistent Systems,Economics,Positive,0.375,0.05,0,We are at tail end of selling in the market;
41,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/why-deepak-shenoy-would-avoid-vi-fpo-but-invest-in-these-3-themes-instead/articleshow/109503670.cms,Persistent Systems,Economics,Positive,0.375,0.076,0,Why Deepak Shenoy would avoid Vi FPO but invest in
42,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/ipos/fpos/hexaware-tech-lists-at-5-above-ipo-price/articleshow/118401157.cms,Persistent Systems,Economics,Positive,0.475,0.084,0,Hexaware Tech lists at 5% above IPO price
43,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/options/hot-stocks-ubs-upgrades-infosys-downgrades-wipro-jpmorgan-upgrades-tcs/articleshow/106532187.cms,Persistent Systems,Economics,Positive,0.3,0.059,0,Hot Stocks: UBS upgrades Infosys & downgrades Wipro; JPMorgan upgrades
44,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-d-street-action-on-monday/articleshow/116106595.cms,Persistent Systems,Economics,Positive,0.375,0.102,0,Ahead of Market: 10 things that will decide D-Street action
45,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-action-on-friday/articleshow/114820427.cms,Persistent Systems,Economics,Positive,0.375,0.045,0,Ahead of Market: 10 things that will decide stock action
46,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-action-on-monday/articleshow/111904192.cms,Persistent Systems,Economics,Positive,0.375,0.034,0,Ahead of Market: 10 things that will decide stock action
47,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-action-on-tuesday/articleshow/114435120.cms,Persistent Systems,Economics,Positive,0.375,0.067,0,Ahead of Market: 10 things that will decide stock action
48,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-action-on-wednesday/articleshow/114258323.cms,Persistent Systems,Economics,Positive,0.3,0.049,0,Ahead of Market: 10 things that will decide stock action
49,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-market-action-on-monday/articleshow/115626192.cms,Persistent Systems,Economics,Positive,0.375,0.092,0,Ahead of Market: 10 things that will decide stock market
50,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/big-movers-on-d-street-what-should-investors-do-with-persistent-systems-mazagon-dock-and-orient-cement/articleshow/111501242.cms,Persistent Systems,Economics,Positive,0.475,0.128,0,Big movers on D-Street: What should investors do with Persistent
51,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/billion-dollar-specialists-persistent-kpit-to-outperform-with-up-to-30-returns-says-bernstein/articleshow/111634516.cms,Persistent Systems,Economics,Positive,0.475,0.036,0,"Billion-dollar specialists! Persistent, KPIT to outperform with up to 30%"
52,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/block-deals-worth-over-rs-13000-crore-this-week-adani-ports-hdfc-bank-vodafone-idea-among-stocks-with-top-action/articleshow/110419859.cms,Persistent Systems,Economics,Positive,0.375,0.065,0,"Block deals worth over Rs 13,000 cr this week: Adani"
53,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/clsa-downgrade-of-tcs-hcl-tech-sparks-selloff-in-it-stocks/articleshow/108228875.cms,Persistent Systems,Economics,Positive,0.375,0.061,0,"CLSA downgrade of TCS, HCL Tech sparks selloff in IT"
54,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/coforge-and-hcl-tech-top-it-picks-with-potential-23-returns-each/articleshow/115352498.cms,Persistent Systems,Economics,Positive,0.3,0.125,0,Coforge and HCL Tech: Top IT picks with potential 23%
55,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/coforge-wipro-and-other-it-stocks-fall-up-to-5-amid-escalating-u-s-china-trade-tensions/articleshow/120115342.cms,Persistent Systems,Economics,Positive,0.375,0.097,0,"Coforge, Wipro and other IT stocks fall up to 5%"
56,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/d-street-at-record-high-bullish-fo-rollovers-suggest-momentum-likely-to-continue/articleshow/113720208.cms,Persistent Systems,Economics,Neutral,0.3,1.0,0,"Nifty may hit 26,600 in October as bullish F&O rollovers"
57,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/d-street-hits-pause-on-feds-rate-cues-focus-turns-to-trade-deal/articleshow/125008394.cms,Persistent Systems,Economics,Negative,0.3,0.061,0,D-Street hits pause on Fed's rate cues; focus turns to
58,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/from-cyient-to-tcs-49-it-stocks-see-fii-selling-amid-year-long-slump-do-you-own-any/articleshow/125970165.cms,Persistent Systems,Economics,Positive,0.475,0.033,0,"From Cyient to TCS, 49 IT stocks see FII selling"
59,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/gm-breweries-tops-october-charts-with-75-gain-as-indices-snap-winning-streak-check-other-monthly-winners/articleshow/125028673.cms,Persistent Systems,Economics,Positive,0.3,0.054,0,GM Breweries tops October charts with 75% gain as indices
60,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/hcl-tcs-and-other-it-stocks-drop-up-to-2-amid-tariff-jitters-ahead-of-us-inflation-data/articleshow/119635548.cms,Persistent Systems,Economics,Positive,0.45,0.091,0,"HCL, TCS, and other IT stocks drop up to 2%"
61,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/hcl-tcs-and-other-it-stocks-rise-up-to-2-after-trump-eases-tariff-worries/articleshow/119457290.cms,Persistent Systems,Economics,Positive,0.375,0.039,0,"HCL, TCS, and other IT stocks rise up to 2%"
62,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/hexaware-technologies-shares-trade-at-1-gmp-ahead-of-ipo-opening-tomorrow/articleshow/118137723.cms,Persistent Systems,Economics,Positive,0.3,0.063,0,Hexaware Technologies shares trade at 1% GMP ahead of IPO
63,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/hot-stocks-brokerage-view-on-emami-godrej-consumer-affle-tech-mahindra-and-others/articleshow/111594203.cms,Persistent Systems,Economics,Positive,0.475,0.073,0,"Hot Stocks: Brokerage view on Emami, Godrej Consumer, Affle, Tech"
64,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/hot-stocks-ubs-upgrades-infosys-downgrades-wipro-jpmorgan-upgrades-tcs/articleshow/106532187.cms,Persistent Systems,Economics,Positive,0.3,0.059,0,Hot Stocks: UBS upgrades Infosys & downgrades Wipro; JPMorgan upgrades
65,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/if-ai-can-disrupt-future-track-these-9-artificial-intelligence-stocks/articleshow/110032998.cms,Persistent Systems,Economics,Positive,0.3,0.056,0,"If AI can disrupt future, track these 9 artificial intelligence"
66,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/infosys-wipro-other-it-stocks-fall-as-us-fed-says-december-rate-cut-is-far-from-guaranteed/articleshow/124933610.cms,Persistent Systems,Economics,Positive,0.375,0.04,0,"Infosys, Wipro, other IT stocks fall as US Fed says"
67,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/it-financials-lead-sensex-rally-boosting-investor-wealth-by-rs-4-lakh-crore/articleshow/109501257.cms,Persistent Systems,Economics,Positive,0.375,0.036,0,"IT, financials lead Sensex rally, boosting investor wealth by Rs"
68,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/it-stocks-hit-decade-high-3-2-dividend-yield-as-fiis-flee-should-you-buy-tcs-infosys-wipro-before-q1-results/articleshow/122310362.cms,Persistent Systems,Economics,Positive,0.475,0.096,0,IT stocks hit decade-high 3.2% dividend yield as FIIs flee.
69,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/it-stocks-in-focus-as-trump-tariffs-fuel-inflation-fears/articleshow/119928465.cms,Persistent Systems,Economics,Negative,1.0,0.149,0,"Persistent, TCS, Wipro and other IT stocks fall up to"
70,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/it-stocks-surge-up-to-26-in-3-months-infosys-coforge-among-top-brokerage-bets/articleshow/114107064.cms,Persistent Systems,Economics,Positive,0.475,0.117,0,"TCS dividend, Stock market India"
71,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/it-stocks-surge-up-to-6-led-by-midcap-counter-mphasis-as-tcs-q1-cheers-d-street/articleshow/111680439.cms,Persistent Systems,Economics,Positive,0.3,0.042,0,IT stocks surge up to 6% led by midcap counter
72,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/it-stocks-tumble-as-outlook-turns-hazy/articleshow/119960090.cms,Persistent Systems,Economics,Positive,0.45,0.051,0,IT stocks tumble as outlook turns hazy
73,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/jefferies-upgrades-streets-most-hated-stocks-says-q1-earnings-not-too-bad/articleshow/123087923.cms,Persistent Systems,Economics,Negative,0.45,0.119,0,"Jefferies upgrades Street's most hated stocks, says Q1 earnings not"
74,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/jpmorgan-downgrades-hcl-tech-slashes-target-prices-across-indian-it-on-muted-fy26-growth-outlook/articleshow/119896294.cms,Persistent Systems,Economics,Positive,0.4,0.07,0,"JPMorgan downgrades HCL Tech, slashes target prices across Indian IT"
75,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/market-wrap-d-street-ends-flat-as-ril-icici-bank-offset-it-gains-sensex-adds-32-pts-nifty-holds-23650/articleshow/119473863.cms,Persistent Systems,Economics,Positive,0.375,0.096,0,"Market Wrap: D-Street ends flat as RIL, ICICI Bank offset"
76,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/mphasis-infosys-other-it-stocks-slide-up-to-3-ahead-of-trumps-tariff-verdict/articleshow/119847949.cms,Persistent Systems,Economics,Positive,0.375,0.081,0,"Mphasis, Infosys, other IT stocks slide up to 3% ahead"
77,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/nifty-it-crosses-46k-milestone-infosys-wipro-other-tech-stocks-gain-up-to-4-to-new-52-week-highs/articleshow/116243230.cms,Persistent Systems,Economics,Positive,0.375,0.097,0,"Nifty IT crosses 46K milestone! Infosys, Wipro other tech stocks"
78,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/persistent-systems-shares-in-focus-after-reporting-23-yoy-jump-in-q2-pat/articleshow/114487404.cms,Persistent Systems,Economics,Positive,0.475,0.106,0,Persistent Systems shares rally 6% after reporting 23% YoY jump
79,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/persistent-systems-shares-tumble-7-after-q1-results-disappoint-investors/articleshow/111852890.cms,Persistent Systems,Economics,Positive,0.475,0.056,0,Persistent Systems shares tumble 7% after Q1 results disappoint investors
80,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/q1-results-fii-action-among-10-factors-to-impact-d-street-mood-this-week/articleshow/111548505.cms,Persistent Systems,Economics,Negative,0.3,0.066,0,"Q1 results, FII action among 10 factors to impact D-Street"
81,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/sensex-nifty-tick-higher-after-in-line-us-inflation-data-cements-rate-cut-bets/articleshow/116235392.cms,Persistent Systems,Economics,Positive,0.45,0.152,0,"Sensex, Nifty tick higher after in-line US inflation data cements"
82,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/sensex-tanks-over-500-points-nifty-below-23200-on-trumps-tariff-jitters/articleshow/119928082.cms,Persistent Systems,Economics,Positive,0.375,0.068,0,"Sensex tanks over 500 points, Nifty below 23,200 on Trump's"
83,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/small-mid-tier-it-firms-log-faster-revenue-traction/articleshow/118515914.cms,Persistent Systems,Economics,Positive,0.475,0.057,0,Small- & mid-tier IT firms log faster revenue traction
84,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/stable-largecaps-or-high-growth-tier-2-bets-investors-it-stock-conundrum-at-play/articleshow/119931088.cms,Persistent Systems,Economics,Negative,0.475,0.116,0,Stable largecaps or high-growth tier-2 bets? Investors' IT stock conundrum
85,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/stocks-to-buy-today-citi-sees-maruti-as-top-pick-in-auto-sector-jpmorgan-remains-overweight-on-persistent-systems/articleshow/118346170.cms,Persistent Systems,Economics,Positive,0.375,0.246,0,Stocks to buy today: Citi sees Maruti as top pick
86,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/stocks-to-buy-today-vedanta-bandhan-bank-among-top-10-trading-ideas-for-september-27-2024/articleshow/113722047.cms,Persistent Systems,Economics,Negative,0.3,0.146,0,"Stocks to buy today: Vedanta, Bandhan Bank among top 10"
87,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/tcs-infosys-other-it-stocks-fall-2-after-nasdaq-plunge-citis-caution/articleshow/119191436.cms,Persistent Systems,Economics,Negative,0.45,0.061,0,"TCS, Infosys, other IT stocks fall 2% after Nasdaq plunge,"
88,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/tcs-infosys-wipro-rally-up-to-3-as-dovish-fed-outlook-lifts-indian-it-stocks/articleshow/119240222.cms,Persistent Systems,Economics,Positive,0.45,0.102,0,"TCS, Infosys, Wipro rally up to 3% as dovish Fed"
89,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/top-10-most-sold-midcap-stocks-by-mutual-funds-pms-and-ulips-do-you-own-any/articleshow/108665847.cms,Persistent Systems,Economics,Positive,0.375,0.059,0,"Top 10 most sold midcap stocks by mutual funds, PMS"
90,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/up-to-33-monthly-fall-battered-bruised-it-auto-pharma-stocks-have-a-trump-hand/articleshow/118675769.cms,Persistent Systems,Economics,Positive,0.55,0.093,0,"Up to 33% monthly fall! Battered & bruised IT, auto,"
91,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/why-market-is-falling-today-investors-lose-rs-5-lakh-crore-as-sensex-drops-over-800-points-4-key-factors-behind-the-crash/articleshow/118522946.cms,Persistent Systems,Economics,Positive,0.475,0.115,0,Why market is falling today: Investors lose Rs 5 lakh
92,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/why-stock-market-is-falling-today-sensex-falls-over-650-pts-nifty-slips-below-25050-3-reasons-behind-the-slump/articleshow/122876302.cms,Persistent Systems,Economics,Positive,0.375,0.086,0,"Why stock market fell today: Sensex falls 542 pts, Nifty"
93,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/will-downgrade-hit-it-stocks-weather-the-q4-earnings-storm-the-test-begins-today/articleshow/120145212.cms,Persistent Systems,Economics,Positive,0.475,0.185,0,Will downgrade-hit IT stocks weather the Q4 earnings storm? The
94,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/will-niftys-rally-stall-near-26000-or-break-past-its-record-highs-soon/articleshow/124837096.cms,Persistent Systems,Economics,Positive,0.375,0.099,0,"Will Nifty’s rally stall near 26,000 or break past its"
95,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/recos/buy-persistent-systems-target-price-rs-6300-motilal-oswal-financial-services/articleshow/114488798.cms,Persistent Systems,Economics,Positive,0.475,0.027,0,"Buy Persistent Systems, target price Rs 6,300: Motilal Oswal Financial"
96,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-0-01/articleshow/116683519.cms,Persistent Systems,Economics,Positive,0.375,0.041,0,Stock market update: Nifty IT index 0.01%
97,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-0-05/articleshow/115215573.cms,Persistent Systems,Economics,Positive,0.375,0.046,0,Stock market update: Nifty IT index 0.05%
